Time [s], Analyzer Name, Decoded Protocol Result,,
1.3220711,SPI,MOSI: 0xAE;  MISO: 0x00,,
1.32254334,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3225444,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32254546,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32254654,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3225476,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32254866,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32254974,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3225508,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32255186,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32255294,SPI,MOSI: 0x00;  MISO: 0x00,,
1.322554,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32255506,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32255614,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3225572,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32255826,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32255934,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3225604,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32256146,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32256254,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3225636,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32256466,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32256574,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3225668,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32256786,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32256894,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32257,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32257106,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32257214,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3225732,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32257426,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32257534,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3225764,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32257746,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32257854,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3225796,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32258066,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32258174,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3225828,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32258386,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32258494,SPI,MOSI: 0x00;  MISO: 0x00,,
1.322586,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32258706,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32258814,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3225892,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32259026,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32259134,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3225924,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32259346,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32259454,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3225956,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32259666,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32259774,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3225988,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32259986,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32260094,SPI,MOSI: 0x00;  MISO: 0x00,,
1.322602,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32260306,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32260414,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226052,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32260628,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32260734,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226084,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32260946,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32261054,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226116,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32261266,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32261374,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226148,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32261586,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32261694,SPI,MOSI: 0x00;  MISO: 0x00,,
1.322618,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32261906,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32262014,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226212,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32262226,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32262334,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226244,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32262546,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32262654,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226276,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32262866,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32262974,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226308,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32263186,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32263294,SPI,MOSI: 0x00;  MISO: 0x00,,
1.322634,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32263506,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32263614,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226372,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32263828,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32263934,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226404,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32264148,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32264254,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226436,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32264468,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32264574,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226468,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32264788,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32264894,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32265,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32265108,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32265214,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226532,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32265426,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32265534,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226564,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32265746,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32265854,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226596,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32266066,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32266174,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226628,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32266388,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32266494,SPI,MOSI: 0x00;  MISO: 0x00,,
1.322666,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32266708,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32266814,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226692,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32267028,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32267134,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226724,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32267348,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32267454,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226756,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32267668,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32267774,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226788,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32267988,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32268094,SPI,MOSI: 0x00;  MISO: 0x00,,
1.322682,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32268308,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32268414,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226852,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32268626,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32268734,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226884,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32268948,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32269054,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226916,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32269268,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32269374,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3226948,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32269588,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32269694,SPI,MOSI: 0x00;  MISO: 0x00,,
1.322698,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32269908,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32270014,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227012,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32270226,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32270334,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227044,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32270548,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32270654,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227076,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32270868,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32270974,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227108,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32271188,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32271294,SPI,MOSI: 0x00;  MISO: 0x00,,
1.322714,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32271508,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32271614,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227172,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32271828,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32271934,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227204,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32272148,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32272254,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227236,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32272468,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32272574,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227268,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32272788,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32272894,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32273,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32273108,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32273214,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227332,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32273428,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32273534,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227364,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32273748,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32273854,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227396,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32274068,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32274174,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227428,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32274388,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32274494,SPI,MOSI: 0x00;  MISO: 0x00,,
1.322746,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32274708,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32274814,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227492,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32275028,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32275134,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227524,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32275348,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32275454,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227556,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32275668,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32275774,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227588,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32275988,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32276094,SPI,MOSI: 0x00;  MISO: 0x00,,
1.322762,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32276308,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32276414,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227652,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32276628,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32276734,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227684,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32276948,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32277054,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227716,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32277268,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32277374,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227748,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32277588,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32277694,SPI,MOSI: 0x00;  MISO: 0x00,,
1.322778,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32277908,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32278014,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227812,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32278228,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32278334,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227844,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32278548,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32278654,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227876,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32278868,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32278974,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227908,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32279188,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32279294,SPI,MOSI: 0x00;  MISO: 0x00,,
1.322794,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32279508,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32279614,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3227972,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32279828,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32279934,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228004,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32280148,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32280254,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228036,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32280468,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32280574,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228068,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32280788,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32280894,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32281,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32281108,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32281214,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228132,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32281428,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32281534,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228164,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32281748,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32281854,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228196,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32282068,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32282174,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228228,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32282388,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32282494,SPI,MOSI: 0x00;  MISO: 0x00,,
1.322826,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32282708,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32282814,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228292,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32283028,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32283134,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228324,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32283348,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32283454,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228356,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32283668,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32283774,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228388,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32283988,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32284094,SPI,MOSI: 0x00;  MISO: 0x00,,
1.322842,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32284308,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32284414,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228452,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32284628,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32284734,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228484,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32284948,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32285054,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228516,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32285268,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32285374,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228548,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32285588,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32285694,SPI,MOSI: 0x00;  MISO: 0x00,,
1.322858,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32285908,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32286014,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228612,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32286228,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32286334,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228644,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32286548,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32286654,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228676,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32286868,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32286974,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228708,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32287188,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32287294,SPI,MOSI: 0x00;  MISO: 0x00,,
1.322874,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32287508,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32287614,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228772,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32287828,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32287934,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228804,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32288148,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32288254,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228836,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32288468,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32288574,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228868,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32288788,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32288894,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32289002,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32289108,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32289214,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32289322,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32289428,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32289534,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228964,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32289748,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32289854,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3228996,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32290068,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32290174,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3229028,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32290388,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32290494,SPI,MOSI: 0x00;  MISO: 0x00,,
1.322906,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32290708,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32290814,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3229092,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32291028,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32291134,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3229124,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32291348,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32291454,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3229156,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32291668,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32291774,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3229188,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32291988,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32292094,SPI,MOSI: 0x00;  MISO: 0x00,,
1.322922,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32292308,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32292414,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3229252,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32292628,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32292734,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32292842,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32292948,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32293054,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32293162,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32293268,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32293374,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32293482,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32293588,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32293694,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32293802,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32293908,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32294014,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32294122,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32294228,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32294334,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32294442,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32294548,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32294654,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3229476,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32294868,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32294974,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3229508,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32295188,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32295294,SPI,MOSI: 0x00;  MISO: 0x00,,
1.322954,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32295508,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32295614,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3229572,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32295828,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32295934,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3229604,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32296148,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32296254,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32296362,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32296468,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32296574,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32296682,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32296788,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32296894,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32297,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32297108,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32297214,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3229732,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32297428,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32297534,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3229764,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32297748,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32297854,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3229796,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32298068,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32298174,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32298282,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32298388,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32298494,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32298602,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32298708,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32298814,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32298922,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32299028,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32299134,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32299242,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32299348,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32299454,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32299562,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32299668,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32299774,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32299882,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32299988,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32300094,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32300202,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32300308,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32300414,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32300522,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32300628,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32300734,SPI,MOSI: 0x00;  MISO: 0x00,,
